employee_id,gender,height,waist,salary,dob,death
1390755,m,1.63,1.04,76672.00,1947-11-10,1985-12-16
1919865,m,1.76,1.42,84916.00,1967-03-26,1996-06-03
2933758,f,1.63,1.18,60490.00,1981-12-03,2005-09-18
7310110,f,1.65,1.00,50456.00,1978-04-13,2004-07-21
6943382,f,1.71,1.38,57199.00,1979-07-20,2000-12-23
8047833,m,1.59,1.43,54961.00,1975-06-04,1995-08-06
0738216,f,1.73,1.11,71342.00,1983-06-20,2003-10-16
9709869,f,1.65,1.36,50913.00,1961-08-25,1983-09-21
6244552,m,1.87,1.01,63802.00,1969-07-20,2003-05-05
7174709,m,1.84,1.14,66682.00,1964-01-19,1989-09-23
2778452,m,1.64,1.12,74552.00,1961-12-24,1983-08-08
4726293,m,1.93,1.37,84391.00,1977-01-08,2008-06-07
1828791,m,1.78,1.03,70404.00,1971-12-01,2001-03-12
7842409,m,1.75,1.39,83020.00,1963-09-08,1996-05-16
9149695,f,1.79,1.58,60992.00,1948-01-21,1967-02-13
8940863,f,1.66,1.21,89089.00,1974-11-06,2010-06-21
6060748,m,1.86,1.25,76615.00,1972-11-18,2006-01-18
1313690,m,1.81,0.95,51307.00,1945-05-12,1972-01-12
3072991,f,1.61,1.10,41362.00,1947-05-10,1969-07-13
3594556,f,1.61,1.36,39784.00,1979-08-14,2004-10-10
4491940,f,1.51,0.96,30696.00,1966-12-12,1993-06-16
9199504,f,1.68,1.06,58229.00,1966-10-01,1992-04-25
8681703,f,1.66,1.50,15323.00,1979-01-09,1999-11-10
0224992,f,1.73,1.10,77871.00,1946-12-23,1984-01-31
4019391,male,1.68,1.38,102199.00,1984-07-07,2016-12-19
2555584,f,1.66,0.99,52685.00,1947-12-14,1975-05-11
8465612,f,1.68,1.31,52381.00,1967-10-20,1994-12-28
7737513,m,1.85,0.93,43501.00,1964-03-09,1996-09-06
1857822,f,1.64,1.33,75344.00,1975-02-17,2006-08-29
4558590,F,1.67,1.71,95461.00,1955-10-21,1987-03-03
7361100,f,1.50,0.87,32419.00,1950-03-01,1970-10-11
7031763,m,1.77,0.97,53153.00,1978-06-29,2003-09-13
1947788,m,1.98,2.13,83081.00,1977-08-24,2006-10-04
1648140,m,1.86,1.08,33546.00,1983-10-15,2009-06-06
4944978,f,1.77,1.36,105446.00,1971-05-27,2001-09-28
2964128,f,1.60,1.09,32927.00,1982-03-24,2004-05-06
7513455,m,1.75,1.04,70951.00,1951-07-04,1977-12-22
8068891,m,1.64,1.29,43762.00,1949-11-18,1971-05-25
6898906,m,1.79,0.89,18419.00,1960-08-09,1991-10-07
8656901,m,1.74,1.29,37090.00,1953-06-19,1975-01-03
3713375,f,1.56,0.82,54327.00,1969-10-19,2000-01-27
1417396,f,1.76,1.11,51858.00,1978-07-10,2004-06-24
1731312,f,1.60,0.80,89041.00,1972-07-29,2015-08-28
3157725,m,1.62,0.81,79762.00,1964-08-20,2006-10-21
3796008,f,1.69,1.24,99739.00,1976-06-20,2007-06-03
4275908,f,1.62,1.05,44652.00,1950-09-02,1966-11-10
8775052,m,1.76,1.23,58261.00,1973-05-07,1997-06-28
4704282,m,1.78,1.52,61321.00,1970-01-01,1989-04-14
1443300,f,1.60,1.16,56180.00,1966-01-26,1986-05-25
6808852,f,1.53,1.15,79871.00,1962-04-16,1989-10-06
4618533,f,1.51,1.11,41244.00,1954-04-09,1975-09-09
5591917,m,1.86,1.24,131024.00,1958-05-17,1995-11-19
6665141,m,1.82,1.51,44605.00,1956-07-09,1979-01-17
9862651,m,1.93,1.18,111066.00,1965-09-10,2002-06-15
1895575,f,1.71,1.23,61910.00,1980-06-20,2002-12-26
2425669,f,1.68,1.28,61077.00,1962-12-29,1985-01-02
7018523,m,1.75,1.27,22586.00,1950-07-20,1973-10-11
5144263,f,1.56,1.06,62454.00,1970-02-17,1990-07-10
9595148,m,1.70,1.29,85291.00,1983-02-19,2018-07-15
9836491,m,1.84,1.09,,1957-12-18,1999-08-16
0109467,m,1.90,1.19,38215.00,1949-07-04,1974-01-04
3013179,f,1.72,1.67,94300.00,1979-08-22,2003-05-18
7232733,m,1.91,1.49,59815.00,1954-03-04,1976-09-13
5492365,m,1.72,0.86,27149.00,1958-07-28,1989-11-18
2993973,m,1.75,1.05,39652.00,1974-03-16,1997-08-17
7422090,m,1.86,1.11,52493.00,1946-10-20,1974-07-13
5015367,m,1.64,1.26,81141.00,1981-03-03,2013-01-13
0687174,m,1.68,1.38,53076.00,1970-07-19,1995-03-06
9218134,f,1.70,1.07,71509.00,1948-04-15,1971-05-08
7159107,f,1.59,1.42,50124.00,1970-10-28,1995-06-06
1066839,f,1.59,1.28,71118.00,1948-09-09,1966-10-31
5515661,f,1.65,1.31,64412.00,1962-04-21,1987-03-05
4185020,f,1.71,1.28,82947.00,1956-05-28,1988-07-26
2510728,f,1.62,0.97,58527.00,1969-03-15,1996-08-15
2561951,f,1.50,1.28,49199.00,1981-04-25,1998-08-17
7372846,f,1.68,1.07,68085.00,1978-04-01,2002-01-29
4588982,m,1.86,1.13,48394.00,1978-01-24,2008-07-18
8868733,m,1.79,1.46,73874.00,1976-06-19,1996-08-08
8938314,f,1.59,0.98,72117.00,1976-01-26,1999-07-14
6011382,m,1.85,1.28,66353.00,1951-12-30,1970-03-20
9056007,m,1.81,1.75,83482.00,1951-10-23,1985-04-26
8176220,m,1.76,1.11,43249.00,1974-11-18,1999-07-27
9159037,m,1.75,1.31,42082.00,1971-11-14,2000-06-07
4931145,f,1.60,1.03,35154.00,1963-08-04,1987-08-12
4968108,f,1.78,1.97,76101.00,1953-01-30,1979-09-21
7641135,f,1.73,1.37,30536.00,1969-03-10,1991-05-09
7829316,f,1.61,1.20,59497.00,1977-11-27,1999-12-07
6808285,f,1.69,1.05,49779.00,1977-05-03,1999-12-22
6548224,m,1.82,1.14,57865.00,1958-12-04,1980-12-06
6858909,m,1.77,0.98,64273.00,1981-04-08,2008-02-19
5392527,m,1.77,1.48,31635.00,1954-07-28,1978-12-10
8896872,f,1.58,1.43,67458.00,1956-11-15,1977-08-31
3682754,m,1.82,1.38,72324.00,1951-03-24,1972-07-02
0916099,m,1.80,1.02,81790.00,1976-10-23,2015-03-01
9830401,m,1.79,0.82,81665.00,1959-02-16,2000-07-31
5818703,m,1.84,1.28,54605.00,1983-05-21,2007-07-20
4321799,m,1.90,1.08,52171.00,1966-01-05,1990-09-03
3986569,m,1.71,0.98,52531.00,1954-10-15,1984-06-19
6654253,f,1.64,0.82,91174.00,1961-04-20,2001-02-18
8187062,f,1.60,1.01,62959.00,1969-02-20,1995-10-20
0504879,f,1.49,1.06,81196.00,1963-08-29,1993-02-23
3244552,m,1.77,1.24,85065.00,1965-03-21,1995-08-02
2659553,m,1.61,1.16,53973.00,1955-05-03,1975-11-12
4110758,m,1.94,1.46,44610.00,1950-08-04,1978-10-26
8852480,m,1.73,1.19,66207.00,1977-08-29,2002-05-01
2677455,f,1.73,1.33,53296.00,1972-01-09,1993-04-25
3524389,f,1.60,0.91,77094.00,1974-08-16,2011-10-09
5576788,f,1.56,0.95,79929.00,1949-11-27,1986-07-18
6929907,m,1.74,1.41,49556.00,1984-08-11,2006-11-02
3542164,m,1.88,1.25,45310.00,1947-07-13,1975-09-12
3892931,f,1.64,0.80,75266.00,1955-03-07,1995-08-25
7044254,m,1.59,1.04,66268.00,1974-05-14,1994-02-10
0940431,f,1.67,1.21,83414.00,1973-03-24,2007-04-11
5294734,f,1.56,1.25,64941.00,1948-11-08,1973-09-26
1738851,f,1.55,1.37,97461.00,1952-12-20,1980-04-05
4602380,f,1.57,1.09,26748.00,1980-10-18,2000-08-04
7300209,m,1.81,1.08,40459.00,1980-03-12,2007-08-24
7639691,f,1.60,1.29,66385.00,1964-03-19,1986-11-05
9084349,m,1.67,1.41,27251.00,1984-08-09,2002-09-08
5113895,f,1.68,0.86,69660.00,1978-04-01,2007-12-11
5956963,m,1.90,1.14,68982.00,1952-03-07,1978-01-01
9904065,m,1.80,1.06,9995.00,1969-05-28,1994-10-09
1643790,f,1.62,0.91,101920.00,1967-06-09,2007-03-08
1956119,f,1.68,1.10,,1979-02-01,2007-10-19
1529388,f,1.59,1.09,62035.00,1954-06-02,1981-10-10
7224039,m,1.83,1.42,43982.00,1974-09-22,1993-02-08
4506473,f,1.75,1.24,67739.00,1949-11-30,1973-06-29
8183621,m,1.83,1.06,30758.00,1978-03-08,2002-12-14
6355879,m,1.82,0.71,49589.00,1961-06-25,1998-08-16
7091610,f,1.81,0.94,62008.00,1970-01-17,1999-04-02
2043916,m,1.72,1.11,60717.00,1959-01-24,1984-06-01
3808409,m,1.87,1.48,58887.00,1955-01-05,1975-10-06
4812462,f,1.60,1.12,40091.00,1978-04-18,1996-05-24
5591079,f,1.65,1.10,81931.00,1970-07-11,2010-07-26
3545311,f,1.73,1.15,38247.00,1979-04-29,2001-10-20
6347404,m,1.89,1.47,53665.00,1948-07-05,1974-07-23
2858217,,1.51,1.04,60564.00,1960-12-30,1984-02-18
9067532,f,1.65,1.05,75100.00,1947-08-18,1984-01-15
9043713,m,1.78,1.15,30304.00,1958-10-19,1980-03-29
1442663,m,1.85,1.03,66801.00,1968-06-09,1992-07-21
0978300,f,1.54,1.42,35495.00,1982-12-08,1997-11-05
7157581,f,1.75,1.29,59228.00,1970-09-06,1994-09-14
4065276,m,1.85,1.27,43578.00,1968-09-18,1995-01-03
5246454,f,1.72,0.97,61993.00,1979-02-24,2006-10-30
8136708,f,1.68,1.49,23441.00,1974-07-10,1998-03-10
2089052,m,1.75,1.47,55551.00,1974-02-17,2001-02-27
1169396,m,1.68,1.16,65603.00,1975-03-18,1999-09-26
8621568,f,1.59,0.79,31946.00,1972-11-26,2004-01-19
3834592,f,1.71,1.06,71452.00,1964-05-13,1990-03-11
1846262,f,1.69,1.18,90606.00,1968-08-06,2002-11-26
0576489,f,1.63,0.91,53103.00,1946-09-10,1970-02-23
7639656,f,1.52,1.37,24486.00,1956-05-10,1977-09-09
3601112,f,1.59,1.03,80206.00,1975-08-20,2009-06-25
2322761,f,1.65,0.78,44345.00,1980-11-25,2008-09-28
4261560,f,1.57,1.39,65199.00,1948-06-19,1968-12-09
0820964,m,1.77,1.59,46838.00,1958-04-14,1979-10-19
0526095,f,1.74,1.53,28274.00,1963-07-19,1983-04-12
0619235,f,1.64,0.99,53255.00,1946-05-10,1969-04-05
0368128,f,1.60,1.52,95415.00,1975-02-26,2001-10-18
5280340,f,1.58,1.32,40900.00,1970-05-19,1991-03-24
9511488,m,1.64,1.22,68972.00,1984-08-09,2006-10-02
2261591,m,1.82,1.63,73310.00,1984-09-05,2007-02-12
0950040,m,1.77,1.46,54676.00,1963-02-19,1984-03-29
9746020,f,1.66,1.22,63387.00,1961-01-08,1985-06-24
7519901,f,1.65,0.79,55097.00,1950-02-12,1983-02-23
0267645,m,1.69,1.24,112629.00,1981-03-14,2010-09-18
8315815,f,1.48,1.66,67045.00,1950-10-24,1969-12-21
3693566,f,1.58,0.82,48918.00,1956-12-22,1984-05-20
5501389,f,1.61,1.33,73386.00,1963-05-19,1977-11-22
8534607,m,1.86,1.54,50163.00,1950-06-11,1973-01-04
9270290,m,1.76,1.12,70851.00,1965-04-24,1990-03-13
0504992,f,1.49,1.01,57706.00,1972-04-25,1989-07-15
0494524,f,1.70,0.91,67998.00,1979-08-09,2005-03-09
9086959,m,1.77,1.18,76632.00,1980-11-21,2010-12-02
7389906,m,1.80,1.16,51398.00,1969-10-17,1992-02-27
4943553,m,1.75,1.16,84121.00,1964-12-15,1997-07-06
0456903,f,1.55,1.49,62803.00,1967-03-04,1988-02-26
6540397,f,1.59,1.07,82673.00,1980-05-16,2013-06-11
5018070,m,1.77,1.36,45024.00,1948-03-04,1972-08-05
0678816,f,1.50,0.87,97058.00,1973-12-03,2008-11-06
1538684,m,1.70,1.21,89040.00,1972-06-19,2006-02-17
0959378,f,1.75,1.34,65579.00,1948-07-12,1968-01-10
2955258,m,1.83,1.33,48945.00,1972-01-05,1995-05-25
4904930,f,1.79,1.17,63788.00,1965-02-23,1991-11-18
3696716,m,1.89,1.33,58044.00,1982-01-02,2000-07-14
2565122,f,1.63,1.14,75283.00,1959-04-21,1989-11-04
2449899,m,1.69,1.04,87241.00,1967-04-02,2004-08-17
6182727,f,1.64,1.13,91992.00,1946-02-23,1981-06-27
0329735,f,1.67,1.30,67195.00,1977-03-05,1997-11-14
3449704,f,1.68,1.38,89919.00,1973-12-16,2001-10-07
5282707,f,1.63,0.80,80628.00,1965-04-19,2006-01-25
0361859,f,1.63,1.32,66691.00,1954-08-24,1973-08-23
8506950,m,1.89,1.33,80333.00,1956-11-14,1989-09-17
8441246,m,1.81,1.21,61657.00,1968-05-27,1994-10-09
3234948,f,1.60,0.93,93187.00,1977-06-27,2015-09-10
0860832,m,1.83,1.13,59932.00,1984-08-24,2008-01-15
6474577,m,1.82,1.18,89322.00,1954-03-25,1990-04-29
5087407,M,1.81,1.15,78588.00,1984-05-05,2017-02-20
4922539,m,1.84,1.45,59231.00,1950-12-25,1973-08-17
7956704,f,1.72,1.23,66368.00,1975-12-22,1995-09-30
6726030,m,1.68,1.25,62590.00,1948-05-05,1972-11-08
3058803,m,1.83,1.17,71842.00,1945-07-25,1973-09-30
5606967,m,1.90,1.27,48427.00,1975-01-09,1997-12-03
4269971,m,1.85,1.45,66687.00,1980-04-22,2002-10-19
1188752,m,1.70,1.04,100392.00,1970-06-23,2008-02-28
4162185,m,1.90,1.16,34760.00,1971-12-27,1998-05-17
2774240,f,1.65,1.16,,1953-08-01,1977-05-23
2123189,f,1.69,1.06,79769.00,1976-05-01,2017-06-24
7250201,m,1.65,1.27,97330.00,1956-10-08,1994-10-10
7283083,f,1.60,1.11,68317.00,1983-01-04,1999-02-15
4669652,f,1.58,1.44,66616.00,1954-05-04,1973-01-27
8983902,f,1.73,1.22,65163.00,1982-11-18,2011-08-07
1987008,m,1.77,1.15,41609.00,1981-06-17,2007-06-11
6491793,f,1.60,1.31,91139.00,1964-07-20,1998-03-15
1693778,m,1.68,1.12,86252.00,1967-08-04,1998-12-26
1589764,m,1.82,1.04,100690.00,1974-12-30,2009-09-07
2598482,f,1.71,1.32,61209.00,1956-08-18,1975-01-25
3912012,f,1.68,1.49,71448.00,1952-12-17,1978-03-27
3404381,m,1.75,1.18,56509.00,1965-08-06,1990-04-17
2353860,m,1.80,1.16,44263.00,1949-04-27,1970-06-24
4367261,m,1.91,1.31,53548.00,1973-10-08,1994-10-09
9207150,f,1.71,1.27,54721.00,1957-06-01,1976-03-20
9219856,m,1.83,1.57,46200.00,1948-08-06,1968-02-25
3483704,f,1.75,1.07,47720.00,1973-04-23,1997-06-09
3516180,f,1.59,0.83,37049.00,1973-01-16,1998-01-26
5479177,m,1.68,1.25,54860.00,1954-08-04,1975-10-18
3524298,f,1.55,1.27,,1976-03-29,1996-11-02
1238711,f,1.68,1.22,91968.00,1952-10-17,1990-07-15
3393868,f,1.56,1.38,88071.00,1980-02-20,2015-01-29
0379519,m,1.74,0.88,107141.00,1948-04-17,1986-11-24
5628758,f,1.73,1.08,74798.00,1950-09-13,1975-12-13
8163882,m,1.92,1.61,60856.00,1967-02-12,1985-11-27
4811888,f,1.57,1.31,38654.00,1984-01-28,2002-12-11
9250677,m,1.83,0.98,81545.00,1977-04-21,2014-02-12
9130594,f,1.64,1.37,56073.00,1974-10-26,1991-12-29
2087384,f,1.74,1.31,80284.00,1957-02-11,1990-12-09
0632893,m,1.73,1.40,38417.00,1982-03-10,2002-01-29
1724241,F,1.68,0.99,84909.00,1969-07-15,2006-10-25
6570746,m,1.84,1.88,58952.00,1963-12-06,1985-06-29
1549691,m,1.87,1.49,53178.00,1961-07-02,1983-04-11
8002571,f,1.51,0.84,78156.00,1945-09-12,1983-02-27
0022035,f,1.66,1.38,55260.00,1966-05-24,1987-04-28
1179120,m,1.73,1.62,77662.00,1960-09-22,1988-10-25
4594508,m,1.85,1.15,87144.00,1955-03-28,1988-12-09
8787917,m,1.72,1.31,116315.00,1976-07-16,2007-07-20
4841621,m,1.92,1.43,58297.00,1950-02-01,1974-02-17
6861958,f,1.57,0.95,60950.00,1975-05-25,2000-12-04
9865258,m,1.76,0.92,78380.00,1946-07-01,1990-07-03
6312102,f,1.75,1.11,69651.00,1982-03-21,2010-09-16
5291664,m,1.70,1.46,51365.00,1952-04-16,1974-04-03
7685521,m,1.90,1.80,90383.00,1980-07-22,2010-12-01
8074976,m,1.79,1.21,87714.00,1958-07-24,1989-11-11
8129047,m,1.70,1.73,60952.00,1970-03-09,1987-03-10
8285962,m,1.69,1.31,87443.00,1952-07-29,1980-04-28
0156821,f,1.65,0.95,96703.00,1966-02-25,2005-04-27
9512684,f,1.78,1.25,49342.00,1961-06-14,1985-11-13
3360158,m,1.80,1.18,53216.00,1946-04-03,1963-12-27
0290275,m,1.78,1.56,67300.00,1967-08-21,1989-12-01
4176015,m,1.91,1.67,46424.00,1947-11-29,1971-01-23
6854120,f,1.64,1.06,41998.00,1974-05-24,1998-03-11
4081806,m,1.90,1.56,90355.00,1964-02-24,1990-08-04
4026732,f,1.62,1.25,50533.00,1972-04-23,1997-05-03
1108564,f,1.69,1.42,99317.00,1966-10-30,2000-06-21
9577180,f,1.51,0.57,69785.00,1946-07-16,1980-10-05
3941096,f,1.66,0.79,68521.00,1960-08-25,1988-10-06
0914755,f,1.53,1.37,66433.00,1962-05-25,1978-01-13
7204792,f,1.71,1.12,85431.00,1975-04-04,2013-04-09
8546073,m,1.81,1.10,102843.00,1978-09-28,2011-12-24
3923011,f,1.62,1.09,68981.00,1971-05-14,1996-09-10
9465057,f,1.62,1.12,82968.00,1969-06-02,2002-06-23
8326903,f,1.64,0.95,94110.00,1968-12-04,2007-05-17
6269248,f,1.62,1.19,63547.00,1981-10-22,2007-04-08
8843344,m,1.83,1.42,58923.00,1961-05-18,1984-11-12
7179709,m,1.86,1.30,10887.00,1958-12-22,1982-10-25
9196103,m,1.78,0.78,82763.00,1949-03-25,1990-07-14
6232375,f,1.55,0.84,40644.00,1975-11-19,2000-12-08
2242325,f,1.54,0.95,73183.00,1970-02-17,1992-01-23
8971376,f,1.67,1.23,87105.00,1970-06-26,1996-10-11
1929992,m,1.79,1.27,48484.00,1966-05-19,1988-02-28
1174622,f,1.60,1.07,40989.00,1959-07-01,1983-06-20
0197709,f,1.59,0.81,66071.00,1957-10-19,1989-07-28
7808142,f,1.72,1.28,67528.00,1959-03-12,1984-06-08
5045471,m,1.74,0.90,34733.00,1953-07-26,1984-01-22
5892969,f,1.53,1.36,66570.00,1963-11-16,1980-04-16
7777397,m,1.74,1.14,13789.00,1960-11-15,1984-04-16
5458654,m,1.89,1.16,68093.00,1973-09-11,2002-03-21
8702324,m,1.76,1.46,59575.00,1947-03-02,1969-07-04
3325783,m,1.71,0.90,51422.00,1947-08-22,1979-01-08
6805355,m,1.79,1.27,44202.00,1945-09-06,1968-01-04
9803604,m,1.78,1.26,82755.00,1962-04-19,1994-09-18
0141644,f,1.54,1.03,86137.00,1979-10-02,2015-06-10
2320947,f,1.63,1.32,91037.00,1945-10-06,1976-03-02
3901484,m,1.79,1.14,59077.00,1951-05-06,1976-05-12
6770333,f,1.52,1.06,30683.00,1956-11-29,1978-06-30
7586056,female,1.60,1.14,54258.00,1982-11-27,2003-07-10
7296354,m,1.86,1.05,84042.00,1976-12-13,2012-06-10
6738775,f,1.54,0.93,47854.00,1981-02-16,2007-04-25
5108259,f,1.50,1.09,78051.00,1956-12-20,1984-11-09
1100460,f,1.68,1.23,72517.00,1962-04-21,1983-06-03
6392066,f,1.65,1.38,84770.00,1947-08-16,1978-12-24
5634544,m,1.59,1.49,33071.00,1974-09-18,1991-01-12
4415383,f,1.68,0.99,61082.00,1954-08-04,1982-03-15
0664872,f,1.72,1.19,27538.00,1959-09-13,1983-06-13
9683290,m,1.78,1.47,80759.00,1971-06-22,2001-09-02
9116646,f,1.57,1.35,65906.00,1947-04-09,1964-06-20
4839966,m,1.82,1.33,96399.00,1981-10-20,2017-02-23
6355716,m,1.77,1.04,104120.00,1960-12-28,1995-06-13
5493313,f,1.70,1.10,76523.00,1970-02-20,2004-05-13
5225781,m,1.87,1.27,25381.00,1980-06-04,2005-01-14
4467274,m,1.76,0.80,72186.00,1984-06-30,2013-12-24
8863169,,1.61,1.31,16278.00,1951-12-25,1972-08-11
6310723,m,1.67,1.37,42623.00,1977-12-01,1996-01-19
0305842,f,1.67,0.91,67920.00,1950-12-24,1978-10-10
9262572,m,1.93,1.52,13932.00,1976-03-20,1997-06-20
0750801,m,1.78,1.54,59913.00,1945-01-10,1961-06-30
6722175,f,1.50,0.99,97137.00,1950-07-11,1986-01-21
0710475,f,1.60,1.28,678.00,1957-06-22,1977-07-30
2463691,m,1.88,1.41,130242.00,1949-04-23,1980-01-29
8878211,f,1.74,1.03,53491.00,1970-02-27,1999-11-12
0553539,m,1.85,1.26,44634.00,1959-10-12,1981-10-03
2287319,f,1.66,1.00,53328.00,1953-02-21,1983-05-12
7672981,m,1.87,1.47,43157.00,1961-08-21,1984-11-10
5682629,f,1.70,0.91,37414.00,1946-11-01,1974-04-07
8575138,m,1.86,1.51,113778.00,1980-12-09,2015-02-28
0507937,f,1.86,1.45,59576.00,1948-11-29,1965-01-03
4277801,m,1.87,1.32,53992.00,1968-07-31,1991-06-25
4002218,m,1.74,1.22,30125.00,1965-01-29,1983-12-20
0631442,f,1.74,1.60,65161.00,1983-12-29,2001-10-12
2323782,m,1.88,1.62,48355.00,1969-11-04,1994-08-11
4491924,m,1.73,1.38,80716.00,1984-09-08,2018-04-21
0819217,f,1.66,0.91,68422.00,1969-09-11,1998-02-06
3349177,f,1.59,0.86,53870.00,1948-04-13,1970-11-15
7243504,m,1.98,1.66,111779.00,1975-07-29,2005-09-23
3247530,F,1.68,1.19,77680.00,1963-12-09,1998-05-26
8334137,f,1.55,0.89,94007.00,1965-09-03,2001-08-09
8037096,f,1.61,1.25,58345.00,1980-10-11,1998-07-11
7300279,m,1.71,1.09,76970.00,1981-11-20,2012-02-12
1458603,m,1.72,1.62,81947.00,1945-12-13,1975-09-20
5851206,m,1.78,1.53,40057.00,1964-03-07,1983-10-02
4772609,f,1.67,1.05,72892.00,1962-03-03,1989-05-24
2692545,female,1.57,0.79,66996.00,1979-04-09,2010-04-11
6341139,f,1.65,0.96,59334.00,1962-07-26,1990-10-05
6213525,m,1.87,1.22,74193.00,1977-05-01,2001-06-14
0931513,m,1.66,1.10,64856.00,1979-01-31,2002-02-24
5894188,m,1.85,0.82,83356.00,1957-05-06,2000-04-22
8921464,m,1.85,1.14,114731.00,1976-12-15,2011-10-23
0162158,f,1.64,1.17,74307.00,1949-11-20,1972-07-08
9205422,m,1.79,1.63,102873.00,1951-01-12,1976-12-31
5398322,f,1.49,1.26,51049.00,1977-01-01,1997-04-03
5084845,f,1.67,0.93,52540.00,1950-09-05,1975-01-10
5424799,f,1.57,1.11,70578.00,1946-02-27,1966-07-12
0761261,f,1.69,1.33,64998.00,1950-01-24,1969-11-27
2924105,m,1.76,1.34,74235.00,1973-10-29,1997-08-04
9463634,m,1.75,0.89,69976.00,1953-12-07,1979-10-29
4806886,m,1.83,1.10,84031.00,1955-12-07,1991-04-07
9983124,f,1.62,1.33,35387.00,1979-03-30,1996-10-18
3861204,f,1.54,1.18,62017.00,1983-08-21,1996-04-17
6400506,f,1.57,1.38,61367.00,1981-12-24,2001-10-17
0456785,m,1.85,1.17,98422.00,1961-04-28,1996-11-30
5429073,f,1.69,1.28,56347.00,1966-02-28,1989-08-09
9395084,f,1.74,1.08,74250.00,1945-05-22,1970-06-15
9135062,f,1.70,1.31,51655.00,1967-11-27,1988-10-13
0502328,f,1.64,1.11,61407.00,1963-08-14,1990-10-23
4502204,f,1.59,1.18,45983.00,1973-06-26,1997-04-26
3936685,f,1.63,1.04,70580.00,1957-03-26,1981-09-12
0038236,m,1.79,1.65,91251.00,1957-01-02,1986-10-11
4982170,f,1.54,0.92,47189.00,1947-12-25,1970-02-10
3956240,m,1.76,1.06,78954.00,1973-03-14,2008-06-26
2863979,f,1.56,1.46,11093.00,1971-03-23,1989-12-23
9502723,m,1.86,1.35,103948.00,1981-11-10,2015-12-03
4574502,m,1.68,1.13,53441.00,1979-01-23,2003-12-15
9126506,m,1.91,1.18,73753.00,1958-04-14,1983-10-20
3736034,m,1.63,1.00,83929.00,1956-01-07,1992-04-19
7710020,m,1.74,1.23,51790.00,1950-02-09,1969-01-05
0720614,f,1.52,0.98,80046.00,1967-02-08,2002-08-10
3780943,m,1.73,1.05,91067.00,1948-05-14,1979-09-25
6561104,f,1.55,0.86,102330.00,1954-07-01,1991-03-16
3644655,m,1.82,1.15,94414.00,1945-01-26,1977-05-07
0449838,f,1.61,1.08,36408.00,1976-12-31,2005-02-26
0195270,f,1.62,1.15,83524.00,1967-10-15,1999-05-20
5884961,f,1.61,0.90,72567.00,1946-07-09,1976-04-29
8283133,f,1.62,1.06,39920.00,1974-02-19,1994-09-26
8333822,f,1.78,1.56,31120.00,1977-03-04,1999-02-07
1183311,f,1.66,1.13,45244.00,1968-10-10,1991-03-31
5091446,m,1.69,1.29,54609.00,1945-12-18,1968-12-15
7743591,m,1.88,1.09,60537.00,1980-01-25,2009-06-28
6576838,m,1.79,1.18,111532.00,1981-09-07,2016-05-12
0075310,f,1.76,1.38,76434.00,1979-08-15,2010-11-28
8973900,m,1.94,1.51,41041.00,1951-08-09,1971-12-17
3474326,F,1.60,1.29,53490.00,1968-10-19,1989-03-01
5290687,f,1.55,1.20,81692.00,1959-09-02,1996-01-24
2355045,m,1.83,1.65,35390.00,1974-10-27,1995-09-26
2494821,m,1.84,1.50,68369.00,1970-08-17,1991-02-15
7831072,m,1.80,1.48,55712.00,1977-08-18,2000-09-02
7675282,m,1.85,1.34,56589.00,1958-08-23,1979-06-02
8588307,f,1.64,0.86,31598.00,1971-05-17,1998-04-15
1959394,f,1.57,0.91,64864.00,1958-11-02,1982-09-19
2670834,m,1.86,1.22,65275.00,1979-04-12,2006-01-30
6429881,f,1.59,1.17,64948.00,1946-02-18,1975-08-10
7920975,m,1.94,2.10,31072.00,1956-03-10,1979-12-13
4794676,f,1.65,0.99,82072.00,1984-01-23,2021-07-26
5191038,m,1.81,1.32,77593.00,1951-05-26,1985-11-18
6077415,m,1.64,1.05,50629.00,1960-04-16,1984-10-02
8889984,m,1.69,1.02,68859.00,1977-11-07,2003-09-03
6808787,f,1.55,1.38,76199.00,1980-07-07,2011-09-20
7941388,f,1.68,0.88,73003.00,1979-11-22,2009-01-24
6151963,f,1.58,1.22,20236.00,1950-06-02,1972-02-02
5269336,f,1.70,1.25,68672.00,1968-09-27,1988-03-23
1332973,f,1.42,1.05,41662.00,1947-03-31,1971-04-11
3041857,f,1.56,1.25,58423.00,1969-10-28,1991-09-18
4119448,f,1.72,1.18,74231.00,1953-03-22,1980-01-31
7948811,m,1.82,1.16,42820.00,1974-01-15,2002-04-03
1927824,f,1.53,1.24,63812.00,1946-10-17,1966-08-19
6554784,m,1.68,1.10,80609.00,1976-04-16,2011-12-06
0129075,m,1.83,1.11,79265.00,1960-09-13,1995-02-28
0997301,m,1.85,0.86,68007.00,1949-06-15,1982-06-17
1383132,M,1.84,1.43,38334.00,1961-03-23,1987-02-10
3525134,m,1.66,1.13,65105.00,1968-07-17,1992-01-18
4140210,m,1.88,1.02,19788.00,1979-07-28,2008-08-04
8058401,m,1.88,1.51,73502.00,1983-07-02,2009-03-11
7705561,m,1.81,1.06,46325.00,1979-09-15,2008-01-19
0008349,f,1.69,0.74,68149.00,1954-04-05,1984-09-06
3811029,f,1.56,1.13,57640.00,1968-09-22,1995-03-27
6108881,m,1.83,1.03,90028.00,1968-06-07,2005-06-26
